loc,title,comp,services_notice,job_type,email,link,recruiter_notice,date_created,data_updated,id,job_desc
 (brentwood / oakley),Senior Living Assistants Wanted (part-time/flexible) (brentwood / oakley),Compensation is based on per client served; Envoys can earn up to $20/hr or more,do NOT contact us with unsolicited services or offers,contract,,http://sfbay.craigslist.org//eby/hea/5239450032.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-25 9:27pm,2015-09-25 10:17pm,post id: 5239450032,"

"
 (financial district),Associate General Dentist (financial district),Salary is based on production,do NOT contact us with unsolicited services or offers,part-time,mxpdx-5239475192@job.craigslist.org,http://sfbay.craigslist.org//sfc/hea/5239475192.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-25 10:12pm,2015-09-26 10:04am,post id: 5239475192,"
We are looking for a self-motivated, enthusiastic, quality-oriented general dentist with excellent chairside manner and clinical skills to develop PPO insurance based practice. Our practice is a state-of-the-art facility, equipped with digital radiography, intra-oral camera, laser, etc. We offer friendly and caring work environment. Our supportive, qualified team would manage all aspects of growing your practice leaving you to practice dentistry and to handle all aspects of your patients care from initial visit throughout the entire treatment. Minimum of 2 years of clinical experience is required. Please reply by email. Thank you for your time and looking forward to working with you in the nearest future.
"
 (hayward / castro valley),RVT or equivalent (hayward / castro valley),$18-$28 per hour,do NOT contact us with unsolicited services or offers,full-time,mfkcm-5239511163@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239511163.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-25 11:37pm,2015-09-25 11:37pm,post id: 5239511163,"
Ohlone Veterinary Emergency Clinic located in Fremont is looking for an experience RVT or equivalent with at least 3 years experience in an ER setting. Candidate must be s self starter who can handle stressful situations, and thrive in a team environment. We offer a competitive wage and benefit package include paid health care, dental, paid vacation, sick leave, and 401K.
"
 (Monterey),Registered Veterinary Technician/Vet Assistant Needed (Monterey),Depends on Experience,do NOT contact us with unsolicited services or offers,full-time,4f39x-5239305804@job.craigslist.org,http://sfbay.craigslist.org//scz/hea/5239305804.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-25 6:27pm,2015-09-28 10:40am,post id: 5239305804,"
Pet Specialists of Monterey is an AAHA certified, state-of-the-art, 24-hour emergency and referral Veterinary Hospital. We are hiring veterinary assistants, registered veterinary technicians, front office manager, and receptionists for our growing hospital. We are also seeking relief technicians and assistants for all shifts including weekends and holidays. Team members should be committed to offering the highest quality customer service to our clients and their pets. 

These descriptions should apply to you:

1. Self-motivated

2. Collaborative

3. Hardworking

4. Able to multi-task

5. Have a good sense of humor

If you do not meet these criteria or do not have experience in the veterinary/medical profession, please do not apply. If you are interested in joining our team, please send a resume to the email listed above. Pet Specialists offers a competitive wage and benefits package.
"
 (redwood city),Senior Living Assistants Needed (part-time/flexible) (redwood city),Compensation is based on per client served; Envoys can earn up to $20/hr or more,do NOT contact us with unsolicited services or offers,contract,,http://sfbay.craigslist.org//pen/hea/5239528043.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 12:31am,2015-09-26 12:31am,post id: 5239528043,"

"
 (oakland downtown),Experienced Caregiver Needed ($17/hr) (oakland downtown),$17/hr,do NOT contact us with unsolicited services or offers,contract,fbsbd-5239534390@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239534390.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 12:55am,2015-09-26 12:55am,post id: 5239534390,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (daly city),Experienced Caregiver Needed ($17/hr) (daly city),$17/hr,do NOT contact us with unsolicited services or offers,contract,j5xzc-5239535178@job.craigslist.org,http://sfbay.craigslist.org//pen/hea/5239535178.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 12:58am,2015-09-26 12:58am,post id: 5239535178,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (san jose north),Experienced Caregiver Needed ($17/hr) (san jose north),$17/hr,do NOT contact us with unsolicited services or offers,contract,ntgfz-5239536076@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5239536076.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 1:01am,2015-09-26 1:01am,post id: 5239536076,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (San Francisco),Experienced Caregiver Needed ($17/hr) (San Francisco),$17/hr,do NOT contact us with unsolicited services or offers,contract,rgzpx-5239536712@job.craigslist.org,http://sfbay.craigslist.org//sfc/hea/5239536712.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 1:04am,2015-09-26 1:04am,post id: 5239536712,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (fremont / union city / newark),Experienced Caregiver Needed ($17/hr) (fremont / union city / newark),$17/hr,do NOT contact us with unsolicited services or offers,contract,fqdbb-5239537221@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239537221.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 1:06am,2015-09-26 1:06am,post id: 5239537221,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (mountain view),"FT/PT Optician, Optometry Receptionist, Optometric Assistant (mountain view)",Compensation based on experience,do NOT contact us with unsolicited services or offers,full-time,drd9c-5239537378@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5239537378.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 1:06am,2015-09-26 1:06am,post id: 5239537378,"
FT/PT Optician, Optometry Receptionist, Optometric Assistant

Private professional practice is looking for the right person to join our team. We are looking for someone who is friendly, responsible, organized, punctual and positive. We strive to provide the highest level of customer service and work to educate patients on the latest in eye care technology. Experience in the optometric field is preferred, but we are willing to train the right person if they are interested in eye care and have a positive and proactive attitude.

Job duties:
- help patients schedule appointments and complete in-take information
- assist doctors with pre-testing and work-up of patients prior to exam
- help patients select appropriate frames and lens options for their prescriptions
- advise patients on VSP insurance coverage for their glasses and contacts
- adjusting glasses and repairing glasses for patients
- provide contact lens training to new contact wearers
- perform insurance billing and administrative tasks related to daily operations

Benefits:
-Full-time employees eligible for medical insurance

If this opportunity sounds right for you, please send your resume and cover letter by e-mail. We look forward to hearing from you. Thank you.

"
 (san mateo),Experienced Caregiver Needed ($17/hr) (san mateo),$17/hr,do NOT contact us with unsolicited services or offers,contract,2cgq8-5239537800@job.craigslist.org,http://sfbay.craigslist.org//pen/hea/5239537800.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 1:08am,2015-09-26 1:08am,post id: 5239537800,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (san leandro),Experienced Caregiver Needed ($17/hr) (san leandro),17/hr,do NOT contact us with unsolicited services or offers,contract,9xd9v-5239538412@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239538412.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 1:10am,2015-09-26 1:10am,post id: 5239538412,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (redwood city),Experienced Caregiver Needed ($17/hr) (redwood city),$17/hr,do NOT contact us with unsolicited services or offers,contract,ps48c-5239539111@job.craigslist.org,http://sfbay.craigslist.org//pen/hea/5239539111.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 1:13am,2015-09-26 1:13am,post id: 5239539111,"
Are you looking for an easy access to opportunities working as an In-Home Care Professional? 

Become an Honor Care Pro! Get paid a minimum of $17 an hour!




Set your own schedule. 
You decide where and with whom you want to work.
Enjoy control and flexibility.


Easy access to client needs, likes, and location.
Keep track of care plans for each client.
Seamless communication with clients, their families and other Care Pros.
Find opportunities to work with clients all over the Bay Area.


CNA, HHA or LVN license OR 1+ years of paid in-home care experience
Valid CA Drivers License
Proof of Current Car Insurance
Proof of CPR Certification
Proof of Negative TB Test
Two Professional References


"
 (lafayette / orinda / moraga),Veterinary Receptionist/Assistant (lafayette / orinda / moraga),Compentative for entry-level position in the Veterinary field,do NOT contact us with unsolicited services or offers,part-time,nhztc-5239802396@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239802396.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 7:50am,2015-09-26 7:50am,post id: 5239802396,"
High-volume Veterinary Clinic looking to expand our Staff with Exceptional Individuals!

WE ARE SEEKING A PERSONABLE, POLITE, POSITIVE, AND PASSIONATE PERSON TO JOIN OUR TEAM AS A VETERINARY RECEPTIONIST/ASSISTANT!

*We are seeking a part-time person, to work 2-3 days a week (varying Monday-Saturday), ready to start ASAP*

We are a multi-doctor practice seeking individuals looking for a long-term position in the veterinary field. The clinic has obtained its growth through a client referral base, not through advertising, so improving our service and exceeding client expectations is on the top of our list! Our goal is to maintain a fun culture for our staff, while still upholding a high degree of performance.

Some Duties of a Veterinary Receptionist:
- Providing outstanding customer service
- Greeting clients and their pets
- Checking in/out appointments
- Invoicing services
- Collecting payments
- Answering multi-line phone lines
- Cleaning and restocking examination rooms and pharmacy
- Filling prescriptions
- Scheduling appointments
- Maintaining a clean and orderly work environment and equipment
- Etc.

Some Duties of a Veterinary Assistant:
- Assisting in and administering treatments
- Performing appropriate holding and restraint techniques
- Capturing digital x-rays
- Surgery set-up and clean-up
- Surgical attire and instrument pack preparation and sterilization
- Laundry and general cleaning and maintenance of hospital supplies/instruments
- Stocking and organization of hospital supplies
- Cage clean-up and preparation
- Maintaining a clean and orderly work environment and equipment
- Etc.

If you believe you are that special someone we are looking for, please embed your resume in an email along with telling us why you are the perfect candidate for the position, and letting us know a little bit about yourself. Please note that emails with attachments will not be opened. Due to the high-volume of applicants, please allow us time to review your resume. We will then contact and invite you to join us in the next step of the interview process.
"
 (dublin / pleasanton / livermore),Orthodontic dental RDA Assistant (dublin / pleasanton / livermore),Doe,do NOT contact us with unsolicited services or offers,part-time,xrb2w-5239821422@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239821422.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 8:01am,2015-09-26 8:01am,post id: 5239821422,"
Join our pediatric dental and orthodontic team in Pleasanton. Highly desire able three day a week schedule rotates weekly with no Saturdays. 
If you love children, orthodontics and like a upbeat, fast paced office please send your resume and contact information.
Preferred RDA license and X-ray + coronal polishing certificates. Preference given to applicants with an orthodontic certificate but we will train you to be able to take the orthodontic certificate exam. Looking forward to hearing from you!
"
 (dublin / pleasanton / livermore),dental receptionist/ front desk (dublin / pleasanton / livermore),To be determined by experience,do NOT contact us with unsolicited services or offers,full-time,mzr7m-5239832580@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239832580.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 8:08am,2015-09-26 8:08am,post id: 5239832580,"
If you love kids , are energetic, and have good communication skills join our Pleasanton pediatric dental and orthodontic practice.
The main duties include greeting patients and parents, entering services, collecting copay, and answering phones. Other tasks such as marketing are part of the job. The position is 4 days a week with no Saturdays. The position is a long term temporary assignment to cover for staff on medical leave of absence.
Two years of Dental front desk experience is required. Computer and social media skills are a plus as well as the desire for long term employment. 
Please send your resume and wage requirements.
"
 (cupertino),"Experienced Caregiver Needed in Cupertino, San Jose (cupertino)",Starts at $13 - $14/hr,do NOT contact us with unsolicited services or offers,full-time,hhjob@comcast.net,http://sfbay.craigslist.org//sby/hea/5239816971.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 7:59am,2015-09-26 7:59am,post id: 5239816971,"
Multiple hourly caregivers needed for immediate assignments:

1. Experienced male caregivers for male client in Cupertino
- 4 hrs per day; 7 days a week (5p to 9p)
- 2 small dogs in the house
- Driving is a plus
- starts at $14/hr

2. Experienced male caregiver for male client in San Jose
- 12 hrs shift(day shift); Needs 2 caregivers per shift
- Must be able to help transfer 
- starts at $13/hr

Qualifications:
- Must have at least three years of professional caregiving experience
- Must be able to drive and have a reliable car
- Must be able to prepare meals and light housekeeping
- Must be flexible
- Must speak good English

Please call and leave message to 925-236-1832 or fax resume to 925-369-7355. You can also email resume to hhjob@comcast.net. Please specify which assignment and state where you live.
"
 (SOMA / south beach),DIRECTOR OF NURSING (DON) - PEDIATRIC HOME HEALTHCARE (SOMA / south beach),Please See Posting,do NOT contact us with unsolicited services or offers,full-time,donresumes49@gmail.com,http://sfbay.craigslist.org//sfc/hea/5239933182.html,OK for recruiters to contact this job poster.,2015-09-26 9:07am,2015-09-26 9:11am,post id: 5239933182,"
An established and successful pediatric home healthcare company providing private duty nursing is looking to open a new location in the San Francisco Bay Area and is seeking a very experienced Director of Nursing (DON) to manage its nursing team and patients. The ideal candidate will have a wealth of knowledge in the home health industry, preferably in the Bay Area.


POSITION SUMMARY
In this key leadership role, DON will provide nursing and administrative direction to all clinical staff, including creating, updating, interpreting and enforcing personnel policies and procedures. DON will be responsible for accreditation, licensure, and operational direction as well as ensuring compliance with all applicable federal and state laws, rules and regulations, Medicaid Rules of participation, and Joint Commission standards governing the provision of home care and hospice services. 


ESSENTIAL FUNCTIONS/AREAS OF ACCOUNTABILITY
•	Directs, supervises and coordinates the skilled nursing services provided by the agency
•	Assists in the planning and development of clinical/administrative policies and procedures
•	Develops organizational policies/procedures, updates policies as needed, and ensures compliance
•	Acts as Agency Administrator when necessary
•	Ensures compliance with all regulatory guidelines, licensing requirements
•	Develops/maintains relationships with attending physicians and facilities
•	Identifies admission criteria for new patients and evaluates eligibility for home health care benefits through third-party payers
•	Manages ongoing education for clinical staff -- keeping personnel up-to-date with clinical information including orientation, in-service education and continuing education
•	Monitors the clinical record review process
•	Completes pre-admission evaluations/initial nursing intakes for new patients when needed
•	Ensures safety policies and procedures are followed at all times, including timely completion and submission of all incident and accident reports
•	Participates in the development and updating of the interdisciplinary plan of care
•	Ensures clinical records are maintained in compliance with state and federal laws 
•	Participates in hiring, evaluating, and terminating agency personnel
•	Maintains a sufficient inventory of supplies and equipment for providing services to patients
•	Develops a client care documentation system to ensure safe and effective care to patients
•	Participates as needed in marketing efforts
•	Performs other related duties as deemed necessary


QUALIFICATIONS
•	Current and active RN license issued by the state of California
•	A BSN or equivalent experience is required
•	Minimum of 3 years clinical nursing experience working with high acuity patients
•	Minimum of 2 years supervisory experience as ADON, DON or similar with a home health agency
•	Demonstrated ability to supervise and direct clinical and administrative personnel
•	Excellent judgment, interpersonal and problem solving skills
•	Experience with Medicaid, CHAP, The Joint Commission and/or other similar accrediting organizations


COMPENSATION
An outstanding compensation package, including a six-figure salary (commensurate with experience), monthly bonus program, PTO, insurance benefits, 401k, and even equity in the company, will be offered to the successful candidate. 

Please email resumes and inquiries to Matt at DONresumes49@gmail.com. 
"
 (hayward / castro valley),"Dental Assistant, RDA and Front Desk positions (hayward / castro valley)",Based On Experience,do NOT contact us with unsolicited services or offers,employee's choice,2s9c8-5239996171@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5239996171.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 9:43am,2015-09-26 9:43am,post id: 5239996171,"
We are an established dental office with two positions available 
If you are have Dental experience
If you are career oriented
If you want to work with a family practice
You may have a home with us

We are looking for team members whom are:
-Very Detail Oriented and Organized 
-Available On Saturdays
-Patient Service Oriented
-Bilingual/Spanish speaking preferred

We have excellent pay based on your experience, full time and part time availability, 
benefits, holiday pay, bonus plans, dental care and a great team.

Please send us your resume.
Thank you

"
 (san jose south),Caregiver Needed (san jose south),Pay is by hour. Starting pay is $11.00/hour,do NOT contact us with unsolicited services or offers,employee's choice,cmjnb-5240132877@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5240132877.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 11:00am,2015-09-26 11:00am,post id: 5240132877,"
Positions are currently open for a caregiver. Duties include around the clock care and supervision for developmentally disabled adults. These duties can also include bathing, cooking, light cleaning, hygiene, assist with eating, interact with these consumers during activities, walks, etc. Full time and part time applications will be accepted. Experience is a plus but not required. Must be at least 18 years of age and will be required to be fingerprinted and take a physical and TB test. If interested, please contact Jackie for an interview. Only serious applicants, please.
"
 (san jose west),Get to work now - Caregiver assignments in San Jose (san jose west),depending on experience and/or shifts,do NOT contact us with unsolicited services or offers,part-time,n2jtp-5240154598@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5240154598.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 11:12am,2015-09-26 1:00pm,post id: 5240154598,"
Experienced caregivers needed for various shifts, Weekdays and Weekends
For current clients we need for immediate assignments:

Caregivers who are passionate about helping seniors live well in their homes. Experience with Personal Care/Hygiene and Gait Belt required, Dementia/Alzheimer's Care experience a plus. Initial and ongoing professional training provided. Work the hours you want - shifts available e.g. for the following times: Monday through Sunday 8a.m. - 12:30pm and 5pm to 10pm
If you are interested please send us your resume as well as your availability - Apply online: 
"
 (san jose south),mobile phlebotomists/examiners (san jose south),On call 2000$ per month,do NOT contact us with unsolicited services or offers,full-time,z7vgb-5240217063@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5240217063.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 11:49am,2015-09-26 11:49am,post id: 5240217063,"
We currently have an immediate opening for 2 mobile phlebotomists/examiners for insurance physicals. This is a part and full time position with pay commensurate to your experience. You MUST have at LEAST 150 VERIFIABLE sticks within the last 6 months and have CPT license to qualify, and clear criminal background. You will collect health information, vital signs, blood and urine specimens and send to laboratory for processing. Extensive training provided. Must have reliable transportation. Must be available to work on weekends. Good Internet/Technology skills required. 

We will train as well.

www.firstchoiceexams.com 
fax your resume to us at 1-800-270-1569
"
 (san jose east),SLEEP TECHNOLOGIST (san jose east),$15/hr to $20 per hour (depending upon experience). Overtime after 8 hrs is paid.,do NOT contact us with unsolicited services or offers,part-time,ppgtr-5240149075@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5240149075.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 11:09am,2015-10-04 5:18pm,post id: 5240149075,"
Immediate opening for per diem Sleep Technologist for 2 bed sleep lab. We are looking for 10 hrs shift from 8.30 pm to 6.30 am. We need coverage on Thursday and or Saturday
Requirements:
CPR certification
Proficient in administering overnight polysomnography , split sleep studies, CPAP/BiPAP titrations
Experience with Alice system is preferred but not must.


Preferred:
Associates Degree
2 years experience in a sleep lab setting. 
RPSGT certification is preferred but not must
*Excellent customer service skills 

*A professional and courteous manner 

*Good references for maturity, work stability and excellent attendance 

*The ability to prioritize and work at a fast pace 

*The ability to speak, read and write English fluently 

*Ambitious and passion to grow in career 

* Team player 

"
 (fremont / union city / newark),Fremont Caregiver Needed for 12 hour shift Sat/Sunday only! (fremont / union city / newark),DOE,do NOT contact us with unsolicited services or offers,full-time,xpcvv-5240189682@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5240189682.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 11:33am,2015-09-26 11:35am,post id: 5240189682,"



SHIFTS AVAILABLE IN ALAMEDA COUNTY : 
Alameda, Castro Valley, Fremont, Hayward, Newark, Oakland, Piedmont,
San Leandro, San Lorenzo, Union City

SAN MATEO
Keywords: CNA Certified Nurse Assistant Nurses CHHA Home Health Aide
Aid Caregiver Care Giver Home Homecare Home Health In-home senior part
time part-time overnight hourly shift

"
 (oakland piedmont / montclair),Registered Dental Assistant (RDA) Full Time/Pediatric (oakland piedmont / montclair),Dependent on experience and qualifications,do NOT contact us with unsolicited services or offers,full-time,tphsq-5240440462@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5240440462.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 2:13pm,2015-09-26 2:13pm,post id: 5240440462,"
Pediatric Dental Office/Registered Dental Assistant 
We're a well-established 2 doctor practice in Piedmont with a commitment to providing outstanding oral health education and care to our patients and their parents/guardians. (See: piedmontpediatricdentistry.com)

In order to support our continuing growth, the clinic is looking to add a full time RDA to our team. Well-qualified candidates will have experience working with younger patients, be able to demonstrate solid interpersonal skill, dependability, and pay close attention to detail. Familiarity with basic dental procedures and equipment, and x-ray certification is required. Candidates will be asked to provide evidence of the following:

Solid technical skills 
Well developed interpersonal skill 
Experience communicating effectively with patients and co-workers
Dependability and reliability

For this role, previous experience working in an environment that provides dental care to children is a significant plus, but we will be willing to coach and develop newer RDA's with the right attitude! 

This is a full time job, with a regular, weekday schedule (close to M-F, 8:00 to 5:00; details to be arranged at time of offer). The role is benefit eligible: paid sick leave and holidays, dental care provided for children in your immediate family, and eligibility to participate in our profit sharing plan after a successful length of service. 

If you are interested in being considered for this role, please send your resume in an MS Word format to the email address listed here. 
"
 (san jose south),Dental assistant (san jose south),experience level will determine,do NOT contact us with unsolicited services or offers,full-time,frontdesk@drbernasanayei.com,http://sfbay.craigslist.org//sby/hea/5240488614.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 2:48pm,2015-09-26 2:48pm,post id: 5240488614,"
Looking to expand dental practice a full time DA is needed four days a week and two Saturdays a month. This position involves: Chair side assisting, breaking down and making up operatory, sterilizing instrument's, occasionally front office duties as well. Cross training will be provided. This position is great for anyone who would like to expand their knowledge. This dental practice offers everything from Orthodontics to implants along with benefits and a great team. 

In order to apply for dental assistant position please send resume to frontdesk@drbernasanayei.com and leave a detailed voicemail at this number 408- 204-5835 including: Why you would be a good candidate for this position. 

"
 (danville / san ramon),Caregiver (danville / san ramon),$10-$12 an hour depending on experience and shift,do NOT contact us with unsolicited services or offers,full-time,6hwzw-5240509322@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5240509322.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 3:04pm,2015-09-26 3:04pm,post id: 5240509322,"
Caregivers needed for senior retirement community. If you would like to use your people skills to make a difference in the lives of seniors, then this is the job for you. You will be part of a dynamic and talented team of professionals dedicated to the highest standards of excellence and quality of life. As part of our team you will find growth opportunities, excellent benefits and compensation plans. If you are the ideal candidate looking for an employer where your career makes a difference in someone's life contact us today. All shifts, full and part time.
Requirements for the Ideal Candidate:
Passion for working with seniors
Excellent customer/resident service skills
"
 (san jose north),Experienced Optician Needed at Costco (san jose north),DOE,do NOT contact us with unsolicited services or offers,full-time,nqzp6-5240535275@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5240535275.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 3:24pm,2015-09-28 1:17pm,post id: 5240535275,"
Costco Wholesale #1004 
1709 Automation Parkway
San Jose, CA 95131

We are looking for a FULL-TIME Optician to join our company!





Please apply online at costco.com. Resumes can also be faxed to (408) 678-2162. Please contact Paul Nunez at (408) 678-2150 for more information.


"
 (san mateo),Occupational Therapy home care setting (san mateo),$100 per eval and $80 for routine visits.,do NOT contact us with unsolicited services or offers,contract,pkg2d-5241595087@job.craigslist.org,http://sfbay.craigslist.org//pen/hea/5241595087.html,OK for recruiters to contact this job poster.,2015-09-27 1:00pm,2015-09-29 4:15pm,post id: 5241595087,"
Seeking a California licensed Occupational Therapist needed for a geriatric population in the home care setting. Preferably with home care experience, or can train. Areas to cover are from SSF to Redwood City. Majority of work is in the city of San Mateo. Scheduling is flexible, as little or as much work as you would like. Can start work immediately if available, or we can work around your schedule.
"
 (santa rosa),RDA (santa rosa),Depends on experience,do NOT contact us with unsolicited services or offers,part-time,br9tp-5241620226@job.craigslist.org,http://sfbay.craigslist.org//nby/hea/5241620226.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-27 1:18pm,2015-09-28 9:00pm,post id: 5241620226,"
We are looking for a friendly, talented RDA for our general dentistry practice in Santa Rosa 3 to 3.5 days per week.
Successful candidate must have the following qualifications:

Current RDA license
Current CPR
Team player
Punctual 
Organized
Work independently
Willing to learn
Familiar with dental software and taking digital x-rays 
Excellent patient and communication skills.

Please email your resume and cover letter. 
We look forward to meeting you!
"
 (larkspur),Receptionist for Natural Medical Clinic (larkspur),$16.50-18.50 DOE,do NOT contact us with unsolicited services or offers,full-time,h2ds2-5240540934@job.craigslist.org,http://sfbay.craigslist.org//nby/hea/5240540934.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-26 3:29pm,2015-09-26 3:29pm,post id: 5240540934,"
RECEPTIONIST/FRONT OFFICE POSITION FOR BUSY NATURAL MEDICINE OFFICE

GENERAL RESPONSIBILITIES

•	Greeting and scheduling patients
•	Answering telephones and faxing
•	Collecting payment at time of service -- no insurance billing
•	Assist with retail pharmacy -- sales, shipping and receiving
•	Miscellaneous office duties

POSITION QUALIFICATIONS

•	Medical office experience is a plus. 
•	Technical experience required: Proficient on Mac and experience using any contact relationship management program. 
•	Customer Service or Receptionist Skills: 2 years minimum. You must have excellent phone manners and interpersonal skills. You are a self-starter who works well with others. You learn quickly and follow through on tasks. You are able to prioritize and to pay attention to details. 
•	Reliable and punctual.
•	Professionalism and great communication skills are paramount to this position!

We are located in beautiful downtown Larkspur, in a contemporary building with lots of natural light and fresh air.

To apply, please reply and ATTACH a cover letter explaining why you are a great candidate for this position, and resume in Word or PDF.

"
